State Inflow Capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of Capacity (mmcfd),,year,,,,,,,,,,,,,,,,,,,,,,,,,
,Illinois,"3,350","2,890","2,890",890,890,890,890,890,890,890,890,890,890,890,890,890,890,870,870,870,870,870,870,870,870,
,Kansas,"4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,934","4,634","3,084","3,134","3,134","3,134","3,067","3,000","3,000","2,857","2,857","2,857","2,857","2,581","2,581","2,581",
,Nebraska,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,693,
,Oklahoma,80,80,80,80,80,80,80,80,80,80,80,80,80,55,55,55,55,55,55,55,47,47,47,47,47,
Missouri Total,,"11,818","11,358","11,358","9,358","9,358","9,358","9,358","9,358","9,358","9,358","9,058","7,508","7,558","7,533","7,533","7,466","7,399","7,379","7,236","7,236","7,228","7,228","6,954","6,952","6,952",
Montana,Alberta,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,100,100,100,100,100,100,100,100,100,
,North Dakota,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,
,Saskatchewan,"2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,383","2,199","2,199","2,199","2,189","1,489","1,489","1,489","1,489",
,Wyoming,974,974,974,974,974,974,974,974,497,497,497,456,456,456,456,456,362,362,362,322,322,269,269,269,269,
Montana Total,,"3,769","3,769","3,769","3,769","3,769","3,769","3,769","3,769","3,292","3,292","3,292","3,251","3,251","3,251","3,251","3,251","3,113","2,929","2,929","2,889","2,879","2,126","2,126","2,126","2,126",
Nebraska,Colorado,"2,838","2,838","2,838","2,838","2,838","3,093","3,093","3,093","3,093","3,093","2,793","1,293","1,293","1,293","1,293","1,231","1,231",907,907,907,907,907,427,427,427,
,Kansas,"4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,305","4,273","4,273","4,273","4,273","4,273","4,183","4,183","4,183","4,183","4,183","4,134","4,134","4,134",610
,South Dakota,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,
,Wyoming,"2,736","2,736","2,736","2,736","2,736","2,991","2,991","2,991","2,991","2,991","2,691","1,191","1,191","1,191","1,191","1,191","1,191",867,867,867,867,867,507,507,507,
Nebraska Total,,"10,004","10,004","10,004","10,004","10,004","10,514","10,514","10,514","10,514","10,514","9,914","6,914","6,882","6,882","6,882","6,820","6,820","6,082","6,082","6,082","6,082","6,082","5,193","5,193","5,193",610
Nevada,Arizona,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,
,California,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,108,108,108,108,108,108,108,0,
,Idaho,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,
,Utah,"3,945","3,945","3,945","3,945","3,945","3,945","3,945","3,945","2,179","2,034","2,034","2,034","2,034","2,034","2,034","2,034",910,910,775,775,775,775,775,775,775,
Nevada Total,,"4,430","4,430","4,430","4,430","4,430","4,430","4,430","4,430","2,664","2,519","2,519","2,519","2,519","2,519","2,519","2,519","1,395","1,341","1,206","1,206","1,206","1,206","1,206","1,206","1,098",
New Brunswick,Maine,833,833,833,833,833,833,833,833,833,833,415,415,415,415,415,415,415,415,415,,,,,,,
New Brunswick Total,,833,833,833,833,833,833,833,833,833,833,415,415,415,415,415,415,415,415,415,,,,,,,
New Hampshire,Maine,"1,082","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080",875,875,875,875,875,875,837,659,619,619,31,31,31,31,31,
,Massachusetts,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,106,106,106,106,106,106,106,
,Quebec,325,274,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,178,178,0,0,0,0,0,
New Hampshire Total,,"1,639","1,586","1,528","1,528","1,528","1,528","1,528","1,528","1,528","1,528","1,323","1,323","1,323","1,323","1,323","1,323","1,285","1,107",903,903,137,137,137,137,137,
New Jersey,Delaware,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,
,New York,275,275,275,275,275,275,275,275,275,,,,,,,,,,,,,,,,,
