year,Pipeline,Region From,Region To,State From,County From,State To,County To,Capacity (mmcfd),Notes
1997.0,Transcontinental Gas P L Co,Southeast,Northeast,North Carolina,Rockingham,Virginia,Pittsylvania,2587.0,
1997.0,Transcontinental Gas P L Co,Northeast,Intra-regional,Pennsylvania,Chester,Delaware,New Castle,76.0,
1997.0,Transcontinental Gas P L Co,Northeast,Intra-regional,Pennsylvania,Bucks,New Jersey,Mercer,1546.0,
1997.0,Transcontinental Gas P L Co,Northeast,Intra-regional,Pennsylvania,Northhampton,New Jersey,Warren,2030.0,
1997.0,Transcontinental Gas P L Co,Southeast,Intra-regional,South Carolina,Cherokee,North Carolina,Cleveland,3147.0,Transco Sunbelt FERC Docket CP96-16
1997.0,Transcontinental Gas P L Co,South Central,Intra-regional,Texas,Orange,Louisiana,Calcasieu,770.0,
1997.0,Transcontinental Gas P L Co,Northeast,Intra-regional,Virginia,Fairfax,Maryland,Montgomery,2100.0,
1997.0,Transcontinental Gas P L Co,Northeast,Southeast,Virginia,Mecklenburg,North Carolina,Warren,420.0,
1997.0,Transok Inc,South Central,Intra-regional,Oklahoma,Roger Mills,Texas,Wheeler,50.0,
1997.0,Transok Inc,South Central,Intra-regional,Texas,Hemphill,Oklahoma,Roger Mills,30.0,
1997.0,Trans-Union Pipeline Co,South Central,Intra-regional,Louisiana,Union,Arkansas,Clairborne,0.0,
1997.0,Transwestern Pipeline Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,1165.0,
1997.0,Transwestern Pipeline Co,Mountain,Intra-regional,Colorado,La Plata,New Mexico,San Juan,500.0,
1997.0,Transwestern Pipeline Co,Mountain,Intra-regional,New Mexico,Mckinlely,Arizona,Apache,1090.0,
1997.0,Transwestern Pipeline Co,Mountain,Intra-regional,New Mexico,San Juan,Colorado,La Plata,0.0,
1997.0,Transwestern Pipeline Co,Mountain,South Central,New Mexico,Curry,Texas,Parmer,785.0,
1997.0,Transwestern Pipeline Co,South Central,Intra-regional,Oklahoma,Harper,Kansas,Clark,5.0,
1997.0,Transwestern Pipeline Co,South Central,Intra-regional,Oklahoma,Texas,Texas,Sherman,115.0,
1997.0,Transwestern Pipeline Co,South Central,Mountain,Texas,Loving,New Mexico,Lea,950.0,
1997.0,Trunkline Gas Co,South Central,Intra-regional,Arkansas,Chicot,Mississippi,Washington,1853.0,
1997.0,Trunkline Gas Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Terrebonne,955.0,
1997.0,Trunkline Gas Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Vermilion,292.0,
1997.0,Trunkline Gas Co,Midwest,Intra-regional,Illinois,Vermillion,Indiana,Benton,745.0,
1997.0,Trunkline Gas Co,Midwest,Intra-regional,Indiana,Elkhart,Michigan,St Joseph,739.0,
1997.0,Trunkline Gas Co,Midwest,Intra-regional,Kentucky,Mccracken,Illinois,Massac,1799.0,
1997.0,Trunkline Gas Co,South Central,Intra-regional,Louisiana,West Carroll,Arkansas,Chicot,1853.0,
1997.0,Trunkline Gas Co,South Central,Midwest,Mississippi,Marshall,Tennessee,Shelby,1836.0,
1997.0,Trunkline Gas Co,Midwest,Intra-regional,Tennessee,Obion,Kentucky,Fulton,1825.0,
1997.0,Trunkline Gas Co,South Central,Intra-regional,Texas,Newton,Louisiana,Beauregard,334.1,
1997.0,Tuscarora Pipeline Co,Pacific,Mountain,California,Sierra,Nevada,Washoe,108.0,
1997.0,Tuscarora Pipeline Co,Pacific,Intra-regional,Oregon,Klamath,California,Modoc,110.0,
1997.0,Union Light Heat & Power,Midwest,Northeast,Kentucky,Kenton,Ohio,Hamilton,45.0,
1997.0,Vector Pipeline Co,Midwest,Intra-regional,Illinois,Will,Indiana,Lake,0.0,
1997.0,Vector Pipeline Co,Midwest,Intra-regional,Indiana,St Joseph,Michigan,Berrien,0.0,
1997.0,Vector Pipeline Co,Midwest,Canada,Michigan,St. Clair,Ontario,Lambton,0.0,
1997.0,Vector Pipeline Co,Canada,Midwest,Ontario,Lambton,Michigan,St. Clair,0.0,
1997.0,Venice Gathering System,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Plaquemines,320.0,
1997.0,Vermont Gas Sys Inc,Canada,Northeast,Quebec,Quebec,Vermont,Franklin,43.0,
1997.0,Viking Gas Transmission Co,Canada,Midwest,Manitoba,Manitoba,Minnesota,Kittson,488.0,
1997.0,Viking Gas Transmission Co,Midwest,Mountain,Minnesota,Polk,North Dakota,Grand Forks,63.0,
1997.0,Viking Gas Transmission Co,Midwest,Intra-regional,Minnesota,Chisago,Wisconsin,Polk,409.0,
1997.0,Viosca Knoll Gathering,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Viosca Knoll 817,Gulf of Mexico,Viosca Knoll,600.0,
1997.0,Washington Gas Light Co,Northeast,Intra-regional,Maryland,Montgomery,District of Columbia,District Columbia,80.0,
1997.0,Washington Gas Light Co,Northeast,Intra-regional,Virginia,Arlington,District of Columbia,District Columbia,120.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,Montana,Wibaux,North Dakota,Golden Valley,305.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,Montana,Carbon,Wyoming,Park,176.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,North Dakota,Bowman,Montana,Fallon,268.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,North Dakota,Bowman,South Dakota,Harding,54.0,
1997.0,WBI Energy Transmission,Canada,Mountain,Saskatchewan,Saskatchewan,North Dakota,Burke,28.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,South Dakota,Harding,North Dakota,Bowman,53.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,South Dakota,Butte,Wyoming,Crook,45.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,Wyoming,Park,Montana,Carbon,207.0,
1997.0,WBI Energy Transmission,Mountain,Intra-regional,Wyoming,Crook,South Dakota,Butte,27.0,
1997.0,West Texas Gas Co,South Central,Mexico,Texas,Maverick,Mexico,Coahuila,18.0,
1997.0,Western Gas Interstate Co,South Central,Intra-regional,Texas,Sherman,Oklahoma,Texas,91.0,
1997.0,Westgas Interstate Gas,Mountain,Intra-regional,Colorado,Larimer,Wyoming,Laramie,13.0,
1997.0,Wyoming Interstate Co,Mountain,Intra-regional,Colorado,Moffet,Wyoming,Sweetwater,0.0,
1997.0,Wyoming Interstate Co,Mountain,Intra-regional,Utah,Daggett,Wyoming,Sweetwater,0.0,
1997.0,Wyoming Interstate Co,Mountain,Intra-regional,Wyoming,Laramine,Colorado,Weld,710.0,
1996.0,Algonquin Gas Trans Co,Northeast,Intra-regional,Connecticut,Windham,Rhode Island,Providence,760.0,
1996.0,Algonquin Gas Trans Co,Northeast,Intra-regional,New Jersey,Bergen,New York,Rockland,1150.0,
1996.0,Algonquin Gas Trans Co,Northeast,Intra-regional,New York,Putnam,Connecticut,Fairfield,1030.0,
1996.0,Algonquin Gas Trans Co,Northeast,Intra-regional,Rhode Island,Providence,Massachusetts,Worcester,705.0,
1996.0,Alliance Pipeline Co,Midwest,Intra-regional,Iowa,Scott,Illinois,Rock Island,0.0,
1996.0,Alliance Pipeline Co,Midwest,Intra-regional,Minnesota,Mower,Iowa,Mitchell,0.0,
1996.0,Alliance Pipeline Co,Mountain,Midwest,North Dakota,Roberts,Minnesota,Traverse,0.0,
1996.0,Alliance Pipeline Co,Canada,Mountain,Saskatchewan,Saskatchewan,North Dakota,Renville,0.0,
1996.0,"American Midstream (AlaTenn), LLC",South Central,Intra-regional,Mississippi,Tishomingo,Alabama,Colbert,35.0,
1996.0,"American Midstream (AlaTenn), LLC",South Central,Midwest,Mississippi,Alcorn,Tennessee,Mcnairy,91.0,
1996.0,American Midstream (Midla),South Central,Intra-regional,Louisiana,Concordia,Mississippi,Adams,70.0,
1996.0,American Midstream (Midla),South Central,Intra-regional,Mississippi,Wilkinson,Louisiana,West Feliciana,70.0,
1996.0,ANR Pipeline Co,South Central,Intra-regional,Arkansas,Chicot,Mississippi,Washington,1430.0,
1996.0,ANR Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Cameron,1919.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Illinois,Cook,Indiana,Lake,1250.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Illinois,Mc Herny,Wisconsin,Walworth,1268.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Indiana,Lake,Illinois,Cook,1250.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Indiana,Elkhart,Michigan,Cass,1370.0,
1996.0,ANR Pipeline Co,Midwest,Northeast,Indiana,Steuben,Ohio,Williams,1748.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Iowa,Louisa,Illinois,Mercer,653.0,
1996.0,ANR Pipeline Co,South Central,Mountain,Kansas,Brown,Nebraska,Richardson,693.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Kentucky,Daviees,Indiana,Spencer,1386.0,
1996.0,ANR Pipeline Co,South Central,Intra-regional,Louisiana,West Carroll,Arkansas,Chicot,1430.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Michigan,Cass,Indiana,Elkhart,1417.0,
1996.0,ANR Pipeline Co,Midwest,Northeast,Michigan,Lawnee,Ohio,Fulton,100.0,
1996.0,ANR Pipeline Co,Midwest,Canada,Michigan,St. Clair,Ontario,Ontario,150.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Michigan,Iron,Wisconsin,Florence,735.0,
1996.0,ANR Pipeline Co,South Central,Midwest,Mississippi,Marshall,Tennessee,Fayette,1518.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Missouri,Harrison,Iowa,Decatur,680.0,
1996.0,ANR Pipeline Co,Mountain,Midwest,Nebraska,Richardson,Missouri,Holt,693.0,
1996.0,ANR Pipeline Co,Northeast,Midwest,Ohio,Williams,Indiana,Steuben,318.0,
1996.0,ANR Pipeline Co,Northeast,Midwest,Ohio,Fulton,Michigan,Lawnee,932.0,
1996.0,ANR Pipeline Co,South Central,Intra-regional,Oklahoma,Beaver,Kansas,Meade,853.0,
1996.0,ANR Pipeline Co,South Central,Intra-regional,Oklahoma,Beckham,Texas,Wheeler,150.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Tennessee,Henry,Kentucky,Calloway,1398.0,
1996.0,ANR Pipeline Co,South Central,Intra-regional,Texas,Wheeler,Oklahoma,Roger Mills,580.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Wisconsin,Walworth,Illinois,Mc Herny,550.0,
1996.0,ANR Pipeline Co,Midwest,Intra-regional,Wisconsin,Marinette,Michigan,Menominee,148.0,
1996.0,Arkansas Oklahoma Gas Corp,South Central,Intra-regional,Arkansas,Le Flore,Oklahoma,Sebastian,20.0,
1996.0,Arkansas Oklahoma Gas Corp,South Central,Intra-regional,Oklahoma,Sequoyah,Arkansas,Sebastian,18.0,
1996.0,Bison Pipeline LLC,Mountain,Intra-regional,Montana,Fallon,North Dakota,Bowman,0.0,
1996.0,Bison Pipeline LLC,Mountain,Intra-regional,Wyoming,Campbell,Montana,Powder River,0.0,
1996.0,Black Marlin Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Galveston,163.0,
1996.0,Blue Dolphin Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Galveston Area 350,Texas,Brazoria,235.0,
1996.0,Bluefield Gas Co,Northeast,Intra-regional,West Virginia,Mercer,Virginia,Tazwell,12.0,
1996.0,Bluewater Pipeline Co,Midwest,Canada,Michigan,St. Clair,Ontario,Sarnia,500.0,
1996.0,Bluewater Pipeline Co,Canada,Midwest,Ontario,Sarnia,Michigan,St. Clair,250.0,
1996.0,B-R Pipeline Co,Midwest,South Central,Tennessee,Marion,Alabama,Jackson,0.0,
1996.0,Canyon Chief,Gulf of Mexico,Intra-regional,Gulf of Mexico - Deepwater,Gulf Of Mexico,Gulf of Mexico,Main Pass 261A,500.0,
1996.0,Centra Minnesota Pipeline Inc,Canada,Midwest,Manitoba,Manitoba,Minnesota,Roseau,63.0,
1996.0,Centra Minnesota Pipeline Inc,Midwest,Canada,Minnesota,Lake Of The Woods,Ontario,Ontario,63.0,
1996.0,Centra Minnesota Pipeline Inc,Canada,Midwest,Ontario,Ontario,Minnesota,Koochiching,25.0,
1996.0,Central New York Oil and Gas Company,Northeast,Intra-regional,New York,Tioga,Pennsylvania,Bradford,0.0,
1996.0,Central New York Oil and Gas Company,Northeast,Intra-regional,Pennsylvania,Bradford,New York,Tioga,0.0,
1996.0,Chandeleur Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Mobile,Alabama,Gulf Of Mexico,0.0,
1996.0,Chandeleur Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Mississippi,Jackson,275.0,
1996.0,Cheyenne Plains Pipeline,Mountain,South Central,Colorado,Kit Carson,Kansas,Sherman,0.0,
1996.0,Chinook Pipeline Co,Mountain,Canada,Montana,Blaine,Saskatchewan,Saskatchewan,0.0,
1996.0,Colorado Interstate Gas,Mountain,South Central,Colorado,Baca,Kansas,Morton,244.0,
1996.0,Colorado Interstate Gas,Mountain,South Central,Colorado,Baca,Oklahoma,Cimarron,250.0,
1996.0,Colorado Interstate Gas,Mountain,Intra-regional,Colorado,Moffat,Wyoming,Sweetwater,180.0,
1996.0,Colorado Interstate Gas,South Central,Mountain,Kansas,Morton,Colorado,Baca,340.0,
1996.0,Colorado Interstate Gas,South Central,Intra-regional,Kansas,Baca,Oklahoma,Cimarron,110.0,
1996.0,Colorado Interstate Gas,South Central,Mountain,Oklahoma,Cimarron,Colorado,Baca,200.0,
1996.0,Colorado Interstate Gas,South Central,Intra-regional,Oklahoma,Cimarron,Texas,Sherman,200.0,
1996.0,Colorado Interstate Gas,South Central,Intra-regional,Texas,Sherman,Oklahoma,Cimarron,200.0,
1996.0,Colorado Interstate Gas,Mountain,Intra-regional,Utah,Uintah,Colorado,Rio Blanco,165.0,
1996.0,Colorado Interstate Gas,Mountain,Intra-regional,Wyoming,Laramie,Colorado,Weld,625.0,
1996.0,Colorado Interstate Gas,Mountain,Intra-regional,Wyoming,Park,Montana,Carbon,60.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Delaware,New Castle,New Jersey,Gloucester,141.0,
1996.0,Columbia Gas Trans Corp,Midwest,Northeast,Kentucky,Mason,Ohio,Adams,57.0,
1996.0,Columbia Gas Trans Corp,Midwest,Northeast,Kentucky,Boyd,West Virginia,Wayne,1855.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Maryland,Cecil,Pennsylvania,Lancaster,206.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Maryland,Allegany,West Virginia,Mineral,5.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Ohio,Columbiana,Pennsylvania,Beaver,7.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Ohio,Gallia,West Virginia,Mason,15.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Pennsylvania,Delaware,Delaware,New Castle,172.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Pennsylvania,Fulton,Maryland,Washington,42.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Pennsylvania,Northampton,New Jersey,Warren,245.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Pennsylvania,Pike,New York,Orange,131.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Pennsylvania,Washington,West Virginia,Brooke,579.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,Virginia,Fairfax,Maryland,Montgomery,1113.0,
1996.0,Columbia Gas Trans Corp,Northeast,Southeast,Virginia,Greenville,North Carolina,Northampton,25.0,
1996.0,Columbia Gas Trans Corp,Northeast,Midwest,West Virginia,Mingo,Kentucky,Martin,76.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,West Virginia,Mineral,Maryland,Garret,4.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,West Virginia,Mason,Ohio,Gallia,874.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,West Virginia,Monongalia,Pennsylvania,Fayette,1179.0,
1996.0,Columbia Gas Trans Corp,Northeast,Intra-regional,West Virginia,Hardy,Virginia,Shenandoah,1943.0,
1996.0,Columbia Gulf Trans Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Vermillion,1210.0,
1996.0,Columbia Gulf Trans Co,South Central,Intra-regional,Louisiana,Richland,Mississippi,Warren,1982.0,
1996.0,Columbia Gulf Trans Co,South Central,Midwest,Mississippi,Tishomingo,Tennessee,Hardin,1961.0,
1996.0,Columbia Gulf Trans Co,Midwest,Intra-regional,Tennessee,Monroe,Kentucky,Macon,2010.0,
1996.0,Connector Pipeline Co,Canada,Mountain,Alberta,Alberta,Montana,Glacier,0.0,
1996.0,Crossroads Pipeline Co,Midwest,Northeast,Indiana,De Kalb,Ohio,Defiance,250.0,
1996.0,Dauphin Island Gathering System,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Alabama,Mobile,695.0,
1996.0,Delfin LNG (UTOS Pipeline),Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Louisiana,Cameron,1040.0,
1996.0,Delta Natural Gas Co,Midwest,Intra-regional,Kentucky,Whitley,Tennessee,Campbell,5.0,
1996.0,Destin Pipeline Co,Gulf of Mexico,South Central,Gulf of Mexico,Viosca Knoll 900,Mississippi,Jackson,0.0,
1996.0,Discovery PL Co,Gulf of Mexico,South Central,Gulf of Mexico,Ewing Bank 873,Louisiana,Lafourche,0.0,
1996.0,Dominion Carolina Gas Transmission,Southeast,Intra-regional,Georgia,Effingham,South Carolina,Jasper,0.0,
1996.0,Dominion Carolina Gas Transmission,Southeast,Intra-regional,South Carolina,Jasper,Georgia,Chatham,55.0,
1996.0,Dominion Cove Point LNG LP,Northeast,Intra-regional,Maryland,Charles,Virginia,Fairfax,585.0,
1996.0,Dominion Cove Point LNG LP,Northeast,Intra-regional,Virginia,Fairfax,Maryland,Charles,585.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Maryland,Washington,Pennsylvania,Franklin,0.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Maryland,Frederick,Virginia,Loudoun,250.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,New York,Allegany,Pennsylvania,Potter,150.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Ohio,Columbiana,Pennsylvania,Beaver,560.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Franklin,Maryland,Washington,533.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Ellisburg,New York,Steuben,1415.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Potter,New York,Allegany,275.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Crawford,Ohio,Ashtabula,465.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Pennsylvania,Buchanan,West Virginia,Mcdowell,21.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,Virginia,Loudoun,Maryland,Montgomery,0.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,West Virginia,Wetzel,Ohio,Monroe,709.0,
1996.0,Dominion Transmission Co,Northeast,Intra-regional,West Virginia,Monongalia,Pennsylvania,Greene,500.0,
1996.0,East Tennessee Nat Gas Co,Midwest,Southeast,Tennessee,Hamilton,Georgia,Catoosa,62.0,
1996.0,East Tennessee Nat Gas Co,Midwest,Northeast,Tennessee,Washington,Virginia,Sullivan,26.0,
1996.0,East Tennessee Nat Gas Co,Northeast,Southeast,Virginia,Henry,North Carolina,Rockingham,0.0,
1996.0,East Tennessee Nat Gas Co,Northeast,Midwest,Virginia,Sullivan,Tennessee,Washington,26.0,
1996.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Delaware,Sussex,Maryland,Dorchester,10.0,
1996.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Maryland,Cecil,Delaware,New Castle,54.7,
1996.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Pennsylvania,Chester,Delaware,New Castle,60.0,
1996.0,Eastern Shore Nat Gas Co,Northeast,Intra-regional,Pennsylvania,Chester,Maryland,Cecil,54.7,
1996.0,El Paso Nat Gas Co,Mountain,Pacific,Arizona,LaPaz,California,Riverside,1180.0,
1996.0,El Paso Nat Gas Co,Mountain,Pacific,Arizona,Mohave,California,San Bernardino,2080.0,
1996.0,El Paso Nat Gas Co,Mountain,Mexico,Arizona,Cochise,Mexico,Sonora,34.0,
1996.0,El Paso Nat Gas Co,Mountain,Mexico,Arizona,Santa Cruz,Mexico,Sonora,0.0,
1996.0,El Paso Nat Gas Co,Mountain,Intra-regional,Colorado,Laplata,New Mexico,San Juan,650.0,
1996.0,El Paso Nat Gas Co,Mountain,Intra-regional,New Mexico,Hidalgo,Arizona,Cochise,1700.0,
1996.0,El Paso Nat Gas Co,Mountain,Intra-regional,New Mexico,Mckinley,Arizona,Apache,2435.0,
1996.0,El Paso Nat Gas Co,Mountain,South Central,New Mexico,Lea,Texas,Yoakum,700.0,
1996.0,El Paso Nat Gas Co,South Central,Intra-regional,Oklahoma,Beckham,Texas,Wheeler,250.0,
1996.0,El Paso Nat Gas Co,South Central,Mexico,Texas,El Paso,Mexico,Chihuahua,0.0,
1996.0,El Paso Nat Gas Co,South Central,Mountain,Texas,El Paso,New Mexico,Dona Ana,1820.0,
1996.0,El Paso Nat Gas Co,South Central,Mountain,Texas,Yoakum,New Mexico,Lea,700.0,
1996.0,El Paso Nat Gas Co,South Central,Intra-regional,Texas,Wheeler,Oklahoma,Roger Mills,152.0,
1996.0,Empire Pipeline Inc,Canada,Northeast,Ontario,Ontario,New York,Eire,525.0,
1996.0,Empire Pipeline Inc,Northeast,Intra-regional,Pennsylvania,Tioga,New York,Steuben,0.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Arkansas,Columbia,Louisiana,Webster,156.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Midwest,Arkansas,Benton,Missouri,Mc Donald,100.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Arkansas,Miller,Texas,Bowie,150.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Louisiana,Webster,Arkansas,Columbia,120.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Louisiana,Caddo,Texas,Harrison,25.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Midwest,Mississippi,De Soto,Tennessee,Shelby,25.0,
1996.0,"Enable Gas Transmission, LLC",Midwest,South Central,Missouri,Mc Donald,Arkansas,Benton,25.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Oklahoma,Le Flore,Arkansas,Sebastian,1654.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Oklahoma,Kay,Kansas,Sumner,40.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Oklahoma,Roger Mills,Texas,Hemphill,39.0,
1996.0,"Enable Gas Transmission, LLC",Midwest,South Central,Tennessee,Shelby,Arkansas,Crittenden,25.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Texas,Panola,Louisiana,Caddo,140.0,
1996.0,"Enable Gas Transmission, LLC",South Central,Intra-regional,Texas,Wheeler,Oklahoma,Beckham,100.0,
1996.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Arkansas,Ashley,Louisiana,Morehouse,550.0,
1996.0,"Enable Mississippi River Transmission, LLC",South Central,Midwest,Arkansas,Clay,Missouri,Ripley,730.0,
1996.0,"Enable Mississippi River Transmission, LLC",Midwest,Intra-regional,Illinois,St. Clair,Missouri,St Louis,870.0,
1996.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Louisiana,Morehouse,Arkansas,Ashley,730.0,
1996.0,"Enable Mississippi River Transmission, LLC",Midwest,Intra-regional,Missouri,St Louis,Illinois,St Clair,715.0,
1996.0,"Enable Mississippi River Transmission, LLC",South Central,Intra-regional,Texas,Harrison,Louisiana,Caddo,85.0,
1996.0,Enbridge Pipelines (KPC),South Central,Midwest,Kansas,Cherokee,Missouri,Jasper,50.0,
1996.0,Enbridge Pipelines (KPC),South Central,Intra-regional,Oklahoma,Ottawa,Kansas,Cherokee,50.0,
1996.0,EnCana Pipeline Ltd,Canada,Mountain,Alberta,Alberta,Montana,Toole,100.0,
1996.0,EnCana Pipeline Ltd,Mountain,Canada,Montana,Toole,Saskatchewan,Saskatchewan,6.0,
1996.0,EnCana Pipeline Ltd,Canada,Mountain,Saskatchewan,Saskatchewan,Montana,Phillips,0.0,
1996.0,Equitrans Inc,Northeast,Intra-regional,Pennsylvania,Greene,West Virginia,Monongalia,70.0,
1996.0,Equitrans Inc,Northeast,Intra-regional,West Virginia,Wetzel,Pennsylvania,Greene,285.0,
1996.0,"ETC Tiger Pipeline, LLC",South Central,Intra-regional,Texas,Panola,Louisiana,Caddo,0.0,
1996.0,Fayetteville Express Pipeline,South Central,Intra-regional,Arkansas,Phillips,Mississippi,Coahoma,0.0,
1996.0,Ferndale P L Co,Canada,Pacific,British Columbia,British Columbia,Washington,Whatcom,105.0,
1996.0,Florida Gas Trans Co,South Central,Southeast,Alabama,Escambia,Florida,Santa Rosa,1475.0,
1996.0,Florida Gas Trans Co,Gulf of Mexico,South Central,Gulf of Mexico,Gulf Of Mexico,Texas,Matagorda,0.0,
1996.0,Florida Gas Trans Co,South Central,Intra-regional,Louisiana,Washington,Mississippi,Pearl River,1300.0,
1996.0,Florida Gas Trans Co,South Central,Intra-regional,Mississippi,Greene,Alabama,Mobile,1375.0,
1996.0,Florida Gas Trans Co,South Central,Intra-regional,Texas,Orange,Louisiana,Calcasieu,320.0,
1996.0,Gas Transmission Northwest,Canada,Mountain,British Columbia,Alberta,Idaho,Boundary,2460.0,
1996.0,Gas Transmission Northwest,Mountain,Pacific,Idaho,Kootenai,Washington,Spokane,2280.0,
1996.0,Gas Transmission Northwest,Pacific,Intra-regional,Oregon,Klamath,California,Modoc,1790.0,
1996.0,Gas Transmission Northwest,Pacific,Intra-regional,Washington,Walla Walla,Oregon,Umatilla,1850.0,
1996.0,Gas Transport Inc,Northeast,Intra-regional,West Virginia,Wood,Ohio,Washington,30.0,
1996.0,Golden Pass Pipeline,South Central,Intra-regional,Texas,Cameron,Louisiana,Calcasieu,0.0,
1996.0,Granite State Gas Trans Inc,Northeast,Intra-regional,Maine,York,New Hampshire,Rockingham,31.0,
1996.0,Granite State Gas Trans Inc,Northeast,Intra-regional,Massachusetts,Essex,New Hampshire,Rockingham,31.0,
1996.0,Granite State Gas Trans Inc,Northeast,Intra-regional,New Hampshire,Rockingham,Maine,York,31.0,
1996.0,Granite State Gas Trans Inc,Canada,Northeast,Quebec,Quebec,Vermont,Orleans,31.0,
1996.0,Great Lakes Gas Trans Ltd,Canada,Midwest,Manitoba,Manitoba,Minnesota,Kittson,2286.0,
1996.0,Great Lakes Gas Trans Ltd,Midwest,Canada,Michigan,Chippewa,Ontario,Ontario,317.0,
1996.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Michigan,Gogebic,Wisconsin,Iron,2100.0,Corrected due to pipeline being bidirectional
1996.0,Great Lakes Gas Trans Ltd,Midwest,Intra-regional,Minnesota,St Louis,Wisconsin,Douglas,2100.0,
